repo_name,provider,trace_family,n_runtime_transcripts,n_resource_transcripts,n_execution_transcripts,n_other_runtime_transcripts,n_log_files,runtime_transcript_examples,other_transcript_examples
distinct-persona-ai-b685-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-loopholes-research-1dc8-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
distinct-persona-ai-5094-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-loopholes-research-9e63-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-persona-dislike-e5f8-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-loopholes-research-570f-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
distinct-persona-ai-12e6-claude,codex,runtime_transcript,2,1,1,0,3206,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-persona-dislike-c0d6-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-persona-dislike-1529-claude,codex,no_committed_runtime_trace,0,0,0,0,0,,
novel-bio-mechanisms-c075-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-death-thoughts-cdac-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-reading-modes-30aa-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-forecasting-cd55-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-death-thoughts-b7a5-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-reading-modes-c01e-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-forecasting-ea39-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-death-thoughts-89b7-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-reading-modes-af09-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-forecasting-3be2-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
hilbert-nullstellensatz-d241-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
jacobson-commutativity-3-36c0-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
novel-bio-mechanisms-a08e-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-vs-human-loopholes-0ca7-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
novel-geom-addressing-c44b-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
novel-bio-mechanisms-002c-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-vs-human-loopholes-e858-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
novel-geom-addressing-028d-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
novel-bio-mechanisms-594c-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-vs-human-loopholes-028c-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
novel-geom-addressing-506d-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
ai-driven-invention-03d7-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
narrative-space-llm-3519-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
base-vs-instruct-models-d95a-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
ai-driven-invention-4088-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
ai-driven-invention-9655-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
base-vs-instruct-models-d3a1-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
narrative-space-llm-8f63-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
narrative-space-llm-65e5-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
base-vs-instruct-models-9ebe-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-sleep-mechanism-d0a6-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
sampling-nn-1a8c-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
error-extrapolation-1820-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
error-extrapolation-d0c9-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
sampling-nn-0688-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-sleep-mechanism-18a0-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-sleep-mechanism-95e3-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
sampling-nn-d01c-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
error-extrapolation-6a30-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
grounded-novelty-ai-69c6-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
neural-symbolic-ai-d145-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
drama-types-ai-e4ac-claude,codex,runtime_transcript,2,1,1,0,12,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
icl-finetune-gap-0331-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llms-know-answer-73ae-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
drama-types-ai-58c0-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
icl-finetune-scale-398c-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llms-know-answer-eef8-codex,codex,runtime_transcript,2,1,1,0,8,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
quantum-ml-methods-7581-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
quantum-ml-methods-d41e-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
grounded-novelty-ai-6ac8-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
neural-symbolic-ai-41f3-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-blindspot-priorities-60de-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
grounded-novelty-ai-5114-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
logit-lens-implicit-fbb4-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
neural-symbolic-ai-2f28-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
logit-lens-implicit-9a0d-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-multi-person-id-f00b-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
sticky-personas-ai-a685-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
quantum-ml-methods-c288-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
sticky-personas-ai-9dab-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
quantum-ml-methods-54ff-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-multi-person-id-1096-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm_unspeakables_20260713_124114_33f1a14e,codex,runtime_transcript,2,1,1,0,8,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llms_don_t_do_much_tom_in_writ_20260714_234243_6b6ff0f4,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
how_do_we_make_sure_skills_sel_20260715_033947_a0801865,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
cartographers_of_the_ai_latent_20260720_142733_1b997657,codex,runtime_logs_no_transcript,0,0,0,0,4,,
synthetic_data_with_base_model_20260720_181704_b08e72e8,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
adversarial_prompt_injection_v_20260728_181355_db6fd146,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_claude_transcript.jsonl,
emergent_adversarial_prompt_in_20260728_195215_54394617,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_claude_transcript.jsonl,
can_self_report_training_help__20260728_230205_15848d12,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
scaling_analysis_of_distribute_20260729_000241_d3c51cab,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_gemini_transcript.jsonl,
adversarial_prompt_injection_v_20260729_000827_3a2a967e,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_gemini_transcript.jsonl,
emergent_collective_intelligen_20260729_001254_501032ff,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_gemini_transcript.jsonl,
semantic_coherence_impact_on_a_20260729_154614_23123c8f,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_gemini_transcript.jsonl,
systematic_bias_in_llm_chain_o_20260729_160340_206cc029,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_claude_transcript.jsonl,
systematic_bias_in_llm_uncerta_20260729_161235_2f048b69,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_claude_transcript.jsonl,
multi_agent_adversarial_prompt_20260729_161608_d239e51e,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_claude_transcript.jsonl,
systematic_stress_testing_of___20260730_161741_765e263a,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_claude_transcript.jsonl,
can-self-report-training-help-lie-de4e-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
tension-between-independence-0807-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
already-present-beliefs-ea16-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
reverse-stress-testing-for-detecting-f225,codex,no_committed_runtime_trace,0,0,0,0,0,,
null-results-as-alignment-signals-858f,codex,runtime_transcript,1,1,0,0,6,logs/resource_finder_claude_transcript.jsonl,
null-alignment-matrix-diagnosing-when-56ad,codex,runtime_transcript,2,1,1,0,5,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
dialing-up-misalignment-systematic-c2b3,codex,runtime_transcript,1,1,0,0,2,logs/resource_finder_claude_transcript.jsonl,
reverse-alignment-characterizing-46f6,codex,runtime_transcript,2,1,1,0,5,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
reverse-nulls-diagnosing-the-hidden-732a,codex,runtime_transcript,2,1,1,0,5,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
systematic-hypothesis-testing-of-null-f70b,codex,runtime_logs_no_transcript,0,0,0,0,8,,
adaptive-experimental-design-ead2,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
systematically-probing-alignment-null-843e,codex,runtime_transcript,2,1,1,0,26,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
quantifying-the-null-intervention-c064,codex,runtime_transcript,2,1,1,0,5,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
diagnosing-experimental-insensitivity-c74f,codex,runtime_transcript,2,1,1,0,8,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
when-should-an-ai-ask-for-clarification-f275-claude,codex,runtime_transcript,3,1,1,1,7,logs/execution_claude_transcript.jsonl|logs/paper_writer_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,logs/paper_writer_claude_transcript.jsonl
when-should-an-ai-ask-for-clarification-59b5-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
fixed-points-of-ai-revision-a756,codex,runtime_transcript,3,1,1,1,7,logs/execution_claude_transcript.jsonl|logs/paper_writer_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,logs/paper_writer_claude_transcript.jsonl
can-powerful-models-help-with-difficult-3a0f-codex,codex,runtime_transcript,3,1,1,1,7,logs/execution_codex_transcript.jsonl|logs/paper_writer_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,logs/paper_writer_codex_transcript.jsonl
preference-understanding-9cf3-codex,codex,runtime_transcript,3,1,1,1,7,logs/execution_codex_transcript.jsonl|logs/paper_writer_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,logs/paper_writer_codex_transcript.jsonl
preference-understanding-8cc6-claude,codex,runtime_transcript,2,1,1,0,5,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
