repo_name,repo_status,mode,confidence,provider,n_files,has_pipeline_state,has_standard_logs,has_autoresearch,has_hitl,has_hitl_launch,evidence
llm-sleep-mechanism-95e3-gemini,executed,standard,medium,codex,277,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sampling-nn-d01c-codex,executed,standard,medium,codex,226,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
error-extrapolation-6a30-codex,executed,standard,medium,codex,274,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
grounded-novelty-ai-69c6-claude,executed,standard,medium,codex,2307,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
neural-symbolic-ai-d145-claude,executed,standard,medium,codex,2588,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
drama-types-ai-e4ac-claude,executed,standard,medium,codex,224,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
icl-finetune-gap-0331-claude,executed,standard,medium,codex,258,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llms-know-answer-73ae-claude,executed,standard,medium,codex,190,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
drama-types-ai-58c0-codex,executed,standard,medium,codex,321,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
icl-finetune-scale-398c-codex,executed,standard,medium,codex,297,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llms-know-answer-eef8-codex,executed,standard,medium,codex,258,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
quantum-ml-methods-7581-claude,executed,standard,medium,codex,173,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
quantum-ml-methods-d41e-claude,executed,standard,medium,codex,219,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
grounded-novelty-ai-6ac8-claude,executed,standard,medium,codex,772,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
neural-symbolic-ai-41f3-claude,executed,standard,medium,codex,192,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-blindspot-priorities-60de-claude,executed,standard,medium,codex,2426,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
grounded-novelty-ai-5114-codex,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
logit-lens-implicit-fbb4-codex,executed,standard,medium,codex,304,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
neural-symbolic-ai-2f28-codex,executed,standard,medium,codex,376,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
logit-lens-implicit-9a0d-claude,executed,standard,medium,codex,221,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-multi-person-id-f00b-codex,executed,standard,medium,codex,216,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sticky-personas-ai-a685-codex,executed,standard,medium,codex,1752,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
quantum-ml-methods-c288-codex,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sticky-personas-ai-9dab-claude,executed,standard,medium,codex,382,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
quantum-ml-methods-54ff-claude,executed,standard,medium,codex,245,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-multi-person-id-1096-claude,executed,standard,medium,codex,3984,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm_unspeakables_20260713_124114_33f1a14e,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llms_don_t_do_much_tom_in_writ_20260714_234243_6b6ff0f4,executed,standard,medium,codex,4122,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
how_do_we_make_sure_skills_sel_20260715_033947_a0801865,executed,standard,medium,codex,4076,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
cartographers_of_the_ai_latent_20260720_142733_1b997657,executed,unknown,low,codex,233,True,False,False,False,False,insufficient runtime evidence
synthetic_data_with_base_model_20260720_181704_b08e72e8,executed,standard,medium,codex,229,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,executed,standard,medium,codex,219,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adversarial_prompt_injection_v_20260728_181355_db6fd146,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
emergent_adversarial_prompt_in_20260728_195215_54394617,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
can_self_report_training_help__20260728_230205_15848d12,executed,standard,medium,codex,213,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
scaling_analysis_of_distribute_20260729_000241_d3c51cab,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adversarial_prompt_injection_v_20260729_000827_3a2a967e,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
emergent_collective_intelligen_20260729_001254_501032ff,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
semantic_coherence_impact_on_a_20260729_154614_23123c8f,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
systematic_bias_in_llm_chain_o_20260729_160340_206cc029,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
systematic_bias_in_llm_uncerta_20260729_161235_2f048b69,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
multi_agent_adversarial_prompt_20260729_161608_d239e51e,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
confidence_calibration_bias_in_20260729_173126_3e462a5c,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
uncertainty_quantification_in__20260729_174425_a1dd0b7b,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
emergent_collective_intelligen_20260729_220327_7c5d10a3,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
decomposing_epistemic_and_alea_20260729_220440_015e4747,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
causal_analysis_of_chain_of_th_20260729_225459_a67beda8,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
mediation_analysis_of_chain_of_20260729_225721_8b610257,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
architectural_vulnerability_pa_20260729_233928_30466f46,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
uncertainty_quantification_in__20260729_234457_09cb52d9,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
uncertainty_quantification_in__20260729_234744_42b8fd3c,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
optimal_context_window_scaling_20260729_235329_d2f87e8b,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
adversarial_robustness_of_caus_20260730_075226_8bc8290e,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
probabilistic_calibration_metr_20260730_075410_ac649b07,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
systematic_stress_testing_of___20260730_161741_765e263a,executed,standard,medium,codex,100,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
can-self-report-training-help-lie-de4e-codex,executed,standard,medium,codex,268,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
tension-between-independence-0807-codex,executed,standard,medium,codex,201,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
already-present-beliefs-ea16-codex,executed,standard,medium,codex,230,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
reverse-stress-testing-for-detecting-f225,executed,unknown,low,codex,105,True,False,False,False,False,insufficient runtime evidence
null-results-as-alignment-signals-858f,executed,standard,medium,codex,171,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
null-alignment-matrix-diagnosing-when-56ad,executed,standard,medium,codex,151,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
systematic-stress-testing-daac,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
blind-adversarial-evaluation-3b83,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
systematically-mapping-the-null-result-3d8a,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
diagnosing-null-results-in-misalignment-e05e,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
dialing-up-misalignment-systematic-c2b3,executed,standard,medium,codex,107,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
systematic-stress-testing-3eba,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
reverse-alignment-characterizing-46f6,executed,standard,medium,codex,268,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
reverse-nulls-diagnosing-the-hidden-732a,executed,standard,medium,codex,184,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
win-on-post-train-bencn-75ee,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
systematic-hypothesis-testing-of-null-f70b,executed,unknown,low,codex,325,True,False,False,False,False,insufficient runtime evidence
adaptive-experimental-design-ead2,executed,standard,medium,codex,456,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
systematically-probing-alignment-null-843e,executed,standard,medium,codex,258,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
quantifying-the-null-intervention-c064,executed,standard,medium,codex,272,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
diagnosing-experimental-insensitivity-c74f,executed,standard,medium,codex,291,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
scaling-law-deviations-under-targeted-ee5c,initialized_only,unknown,low,unknown,3,False,False,False,False,False,insufficient runtime evidence
when-should-an-ai-ask-for-clarification-f275-claude,executed,standard,medium,codex,344,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
when-should-an-ai-ask-for-clarification-59b5-codex,executed,standard,medium,codex,209,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
fixed-points-of-ai-revision-a756,executed,standard,medium,codex,2628,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
can-powerful-models-help-with-difficult-3a0f-codex,executed,standard,medium,codex,206,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
preference-understanding-9cf3-codex,executed,standard,medium,codex,207,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
can-powerful-models-help-with-difficult-dab1-claude,initialized_only,unknown,low,claude,3,False,False,False,False,False,insufficient runtime evidence
preference-understanding-8cc6-claude,executed,standard,medium,codex,299,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
cot-interpretability-brain-age,empty,unknown,low,unknown,0,False,False,False,False,False,no valid HEAD
