repo_name,repo_status,provider,run_created_at,repo_created_at,capability_era,temporal_source,has_pipeline_state,has_pipeline_results,has_autoresearch_runtime,has_hitl_runtime,mode,confidence,mode_source,autoresearch_examples,hitl_examples
generalize-refusal-76f7-gemini,executed,codex,2026-04-13T17:18:58.762537,2026-04-13T17:18:54Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
sycophancy-lang-resources-f4fb-gemini,executed,codex,2026-04-13T22:15:58.246653,2026-04-13T22:15:53Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
math-distillation-v2-0a91-claude,executed,codex,2026-04-16T06:04:28.261629,2026-04-16T06:03:20Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
math-distillation-v2-7cd5,executed,codex,2026-04-16T13:24:09.267051,2026-04-16T13:22:10Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
interp-incongruent-48af-claude,executed,codex,2026-04-19T20:56:15.282872,2026-04-19T20:56:09Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
interp-incongruent-79b3-codex,executed,codex,2026-04-19T20:57:14.658001,2026-04-19T20:57:09Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
interp-incongruent-3e42-gemini,executed,codex,2026-04-19T20:57:42.535194,2026-04-19T20:57:37Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
diluted-steganography-b649-gemini,executed,codex,2026-04-19T21:45:08.008722,2026-04-19T21:45:02Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
diluted-steganography-9471-claude,executed,codex,2026-04-19T22:36:38.431065,2026-04-19T22:36:32Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
diluted-steganography-nlp-9907-codex,executed,codex,2026-04-19T22:37:23.507876,2026-04-19T22:37:18Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
induction-head-leakage-36ef-gemini,executed,codex,2026-04-19T22:42:15.331413,2026-04-19T22:42:10Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
induction-head-leakage-9a37-claude,executed,codex,2026-04-20T00:16:15.524372,2026-04-20T00:16:10Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
induction-head-leakage-8afa-codex,executed,codex,2026-04-20T00:28:01.173829,2026-04-20T00:27:56Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
robustness-vs-artifacts-21e9-claude,executed,codex,2026-04-20T05:13:29.788816,2026-04-20T05:12:19Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
hidden-misalignment-llm-6ab7-claude,executed,codex,2026-04-20T05:59:34.914537,2026-04-20T05:58:25Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
stat-meta-robustness-948b-claude,executed,codex,2026-04-20T07:01:02.938833,2026-04-20T06:59:53Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
adv-robust-battery-sim-9bd0-claude,executed,codex,2026-04-20T07:45:22.011761,2026-04-20T07:44:12Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
misalignment-thresholds-151f-claude,executed,codex,2026-04-20T08:40:39.239835,2026-04-20T08:39:29Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
mlp-hidden-state-b821-claude,executed,codex,2026-04-24T19:49:02.629109,2026-04-24T19:48:57Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
layernorm-concept-assoc-dbdc-claude,executed,codex,2026-04-26T02:40:44.719050,2026-04-26T02:40:39Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-recommender-efficacy-84bb-claude,executed,codex,2026-04-26T03:24:29.041253,2026-04-26T03:24:23Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
mlp-hidden-state-1a8c-codex,executed,codex,2026-04-27T01:08:47.223647,2026-04-27T01:08:41Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
mlp-hidden-state-2c11-gemini,executed,codex,2026-04-27T02:01:53.567473,2026-04-27T02:01:47Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-standard-knowledge-e336-gemini,executed,codex,2026-04-27T02:44:02.903213,2026-04-27T02:43:58Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-standard-knowledge-9f5d-codex,executed,codex,2026-04-27T17:11:40.041064,2026-04-27T17:11:33Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
agents-avoid-collapse-4c30-gemini,executed,codex,2026-04-27T20:29:57.483839,2026-04-27T20:29:51Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-standard-knowledge-c8f8-claude,executed,codex,2026-04-27T20:31:24.890875,2026-04-27T20:31:19Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
agents-avoid-collapse-6c08-codex,executed,codex,2026-04-28T04:02:22.381677,2026-04-28T04:02:16Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
agents-avoid-collapse-2361-claude,executed,codex,2026-04-28T05:14:19.851395,2026-04-28T05:14:14Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
reverse-engineer-null-6299-claude,executed,codex,2026-04-28T16:01:46.470574,2026-04-28T16:00:34Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
science-of-sycophancy-ee2b-claude,executed,codex,2026-05-01T06:17:16.649736,2026-05-01T06:17:10Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
theory-of-simulation-1d19-claude,executed,codex,2026-05-03T20:33:40.672380,2026-05-03T20:33:34Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
simulation-theory-ai-54bc-gemini,executed,codex,2026-05-03T21:05:19.768870,2026-05-03T21:05:13Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-recommendation-impact-2d38-gemini,executed,codex,2026-05-03T21:07:03.084256,2026-05-03T21:06:56Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
layernorm-concept-assoc-8ff1-gemini,executed,codex,2026-05-03T21:35:07.951752,2026-05-03T21:35:02Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
layernorm-concept-assoc-65c1-codex,executed,codex,2026-05-04T20:51:11.803330,2026-05-04T20:51:05Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
align-failures-taxonomy-db56-claude,executed,codex,2026-05-05T01:33:44.910357,2026-05-05T01:33:39Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llms-recommendation-ef-d7dc-codex,executed,codex,2026-05-05T04:09:13.422729,2026-05-05T04:09:07Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
theory-of-simulation-6163-codex,executed,codex,2026-05-05T17:02:10.190089,2026-05-05T17:02:03Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
hashmap-attention-5994-claude,executed,codex,2026-05-06T17:47:48.990511,2026-05-06T17:47:42Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
theory-of-simulation-ed89-claude,executed,codex,2026-05-06T18:34:12.257281,2026-05-06T18:34:06Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
gatekeeping-signaling-f85b-claude,executed,codex,2026-05-06T19:55:57.649272,2026-05-06T19:55:52Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
talkie-generalization-ff5d-codex,executed,codex,2026-05-10T08:40:59.486532,2026-05-10T08:40:54Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
talkie-generalization-8356-gemini,executed,codex,2026-05-10T19:42:33.848182,2026-05-10T19:42:19Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-judgment-impact-7e69-codex,executed,codex,2026-05-11T04:55:28.263422,2026-05-11T04:55:22Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
align-failure-taxonomy-d26d-codex,executed,codex,2026-05-11T22:10:02.697342,2026-05-11T22:09:55Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-judgment-effect-fa08-gemini,executed,codex,2026-05-12T01:46:57.707493,2026-05-12T01:46:51Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
align-failures-taxonomy-344e-gemini,executed,codex,2026-05-12T01:47:34.446436,2026-05-12T01:47:28Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
talkie-generalization-e993-claude,executed,codex,2026-05-12T01:52:19.963185,2026-05-12T01:52:13Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-judgment-impact-9fb4-claude,executed,codex,2026-05-12T01:55:15.886005,2026-05-12T01:55:09Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
distinct-persona-ai-b685-gemini,executed,codex,2026-05-16T19:32:03.505061,2026-05-16T19:31:57Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-loopholes-research-1dc8-gemini,executed,codex,2026-05-16T19:33:11.289730,2026-05-16T19:33:05Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
distinct-persona-ai-5094-codex,executed,codex,2026-05-17T04:13:31.892572,2026-05-17T04:13:26Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-loopholes-research-9e63-codex,executed,codex,2026-05-17T21:19:05.649692,2026-05-17T21:19:00Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-persona-dislike-e5f8-gemini,executed,codex,2026-05-18T00:34:14.819444,2026-05-18T00:34:09Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-loopholes-research-570f-claude,executed,codex,2026-05-18T00:48:01.990287,2026-05-18T00:47:56Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
distinct-persona-ai-12e6-claude,executed,codex,2026-05-18T00:48:22.988204,2026-05-18T00:48:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-persona-dislike-c0d6-codex,executed,codex,2026-05-18T02:09:23.878017,2026-05-18T02:09:18Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-persona-dislike-1529-claude,executed,codex,2026-05-18T02:25:53.150304,2026-05-18T02:25:47Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
novel-bio-mechanisms-c075-claude,executed,codex,2026-05-19T16:30:36.261878,2026-05-19T16:30:29Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-death-thoughts-cdac-gemini,executed,codex,2026-05-23T21:47:13.815309,2026-05-23T21:47:08Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-reading-modes-30aa-gemini,executed,codex,2026-05-23T21:47:44.787354,2026-05-23T21:47:39Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-forecasting-cd55-claude,executed,codex,2026-05-23T21:50:22.522745,2026-05-23T21:50:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-death-thoughts-b7a5-claude,executed,codex,2026-05-24T00:44:22.715242,2026-05-24T00:44:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-reading-modes-c01e-claude,executed,codex,2026-05-24T00:44:32.860527,2026-05-24T00:44:27Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-forecasting-ea39-gemini,executed,codex,2026-05-24T21:00:53.345778,2026-05-24T21:00:47Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-death-thoughts-89b7-codex,executed,codex,2026-05-24T22:09:32.780367,2026-05-24T22:09:27Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-reading-modes-af09-codex,executed,codex,2026-05-25T03:42:02.238879,2026-05-25T03:41:56Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-forecasting-3be2-codex,executed,codex,2026-05-25T09:42:44.811863,2026-05-25T09:42:39Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
hilbert-nullstellensatz-d241-codex,executed,codex,2026-05-30T00:44:06.504712,2026-05-30T00:44:01Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
jacobson-commutativity-3-36c0-codex,executed,codex,2026-05-30T05:56:05.438957,2026-05-30T05:56:00Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
novel-bio-mechanisms-a08e-gemini,executed,codex,2026-05-30T21:10:31.253099,2026-05-30T21:10:25Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-vs-human-loopholes-0ca7-gemini,executed,codex,2026-05-30T21:11:36.469706,2026-05-30T21:11:31Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
novel-geom-addressing-c44b-claude,executed,codex,2026-05-30T21:12:47.520222,2026-05-30T21:12:42Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
novel-bio-mechanisms-002c-claude,executed,codex,2026-05-30T21:43:44.025371,2026-05-30T21:43:38Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-vs-human-loopholes-e858-claude,executed,codex,2026-05-30T21:44:13.925850,2026-05-30T21:44:08Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
novel-geom-addressing-028d-gemini,executed,codex,2026-05-31T02:02:35.109071,2026-05-31T02:02:29Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
novel-bio-mechanisms-594c-codex,executed,codex,2026-05-31T02:12:24.646982,2026-05-31T02:12:18Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-vs-human-loopholes-028c-codex,executed,codex,2026-05-31T07:39:55.854591,2026-05-31T07:39:50Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
novel-geom-addressing-506d-codex,executed,codex,2026-06-01T03:47:08.517231,2026-06-01T03:47:03Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
ai-driven-invention-03d7-gemini,executed,codex,2026-06-07T21:05:54.176182,2026-06-07T21:05:48Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
narrative-space-llm-3519-gemini,executed,codex,2026-06-07T21:07:11.025366,2026-06-07T21:07:05Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
base-vs-instruct-models-d95a-claude,executed,codex,2026-06-07T21:12:14.166684,2026-06-07T21:12:08Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
ai-driven-invention-4088-claude,executed,codex,2026-06-07T21:22:10.800806,2026-06-07T21:22:05Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
ai-driven-invention-9655-codex,executed,codex,2026-06-08T03:38:33.903209,2026-06-08T03:38:28Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
base-vs-instruct-models-d3a1-gemini,executed,codex,2026-06-08T14:02:01.993260,2026-06-08T14:01:55Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
narrative-space-llm-8f63-claude,executed,codex,2026-06-08T14:03:54.971298,2026-06-08T14:03:48Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
narrative-space-llm-65e5-codex,executed,codex,2026-06-08T14:28:00.784266,2026-06-08T14:27:39Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
base-vs-instruct-models-9ebe-codex,executed,codex,2026-06-08T21:57:07.526731,2026-06-08T21:57:02Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-sleep-mechanism-d0a6-claude,executed,codex,2026-06-15T04:00:37.788343,2026-06-15T04:00:28Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
sampling-nn-1a8c-claude,executed,codex,2026-06-15T04:02:32.227713,2026-06-15T04:02:20Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
error-extrapolation-1820-claude,executed,codex,2026-06-15T04:03:32.741459,2026-06-15T04:03:21Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
error-extrapolation-d0c9-gemini,executed,codex,2026-06-15T13:09:49.399472,2026-06-15T13:09:38Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
sampling-nn-0688-gemini,executed,codex,2026-06-15T14:39:02.192017,2026-06-15T14:38:52Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llm-sleep-mechanism-18a0-codex,executed,codex,2026-06-15T20:07:38.575201,2026-06-15T20:07:29Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llm-sleep-mechanism-95e3-gemini,executed,codex,2026-06-15T21:53:26.471201,2026-06-15T21:53:16Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
sampling-nn-d01c-codex,executed,codex,2026-06-16T03:39:19.769761,2026-06-16T03:39:14Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
error-extrapolation-6a30-codex,executed,codex,2026-06-16T14:12:23.255779,2026-06-16T14:12:16Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
grounded-novelty-ai-69c6-claude,executed,codex,2026-06-18T18:12:12.573496,2026-06-18T18:12:06Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
neural-symbolic-ai-d145-claude,executed,codex,2026-06-19T16:11:11.138233,2026-06-19T16:11:05Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
drama-types-ai-e4ac-claude,executed,codex,2026-06-21T21:22:25.540636,2026-06-21T21:22:19Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
icl-finetune-gap-0331-claude,executed,codex,2026-06-21T21:39:54.944751,2026-06-21T21:39:49Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llms-know-answer-73ae-claude,executed,codex,2026-06-22T01:18:53.850367,2026-06-22T01:18:48Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
drama-types-ai-58c0-codex,executed,codex,2026-06-23T03:00:55.515989,2026-06-23T03:00:49Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
icl-finetune-scale-398c-codex,executed,codex,2026-06-23T03:57:16.383755,2026-06-23T03:57:10Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llms-know-answer-eef8-codex,executed,codex,2026-06-23T05:32:17.114817,2026-06-23T05:32:11Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
quantum-ml-methods-7581-claude,executed,codex,2026-06-24T19:13:49.903472,2026-06-24T19:13:44Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
quantum-ml-methods-d41e-claude,executed,codex,2026-06-25T17:02:06.703747,2026-06-25T17:02:00Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
grounded-novelty-ai-6ac8-claude,executed,codex,2026-06-28T20:59:42.831630,2026-06-28T20:59:37Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
neural-symbolic-ai-41f3-claude,executed,codex,2026-06-28T20:59:57.672993,2026-06-28T20:59:52Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llm-blindspot-priorities-60de-claude,executed,codex,2026-06-28T21:00:22.904736,2026-06-28T21:00:17Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
grounded-novelty-ai-5114-codex,executed,codex,2026-06-29T04:34:59.648514,2026-06-29T04:34:54Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
logit-lens-implicit-fbb4-codex,executed,codex,2026-06-29T04:35:39.083719,2026-06-29T04:35:33Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
neural-symbolic-ai-2f28-codex,executed,codex,2026-06-29T04:35:59.124035,2026-06-29T04:35:53Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
logit-lens-implicit-9a0d-claude,executed,codex,2026-06-29T16:07:49.289916,2026-06-29T16:07:42Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llm-multi-person-id-f00b-codex,executed,codex,2026-07-06T06:16:11.418701,2026-07-06T06:16:06Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
sticky-personas-ai-a685-codex,executed,codex,2026-07-06T06:17:07.309399,2026-07-06T06:17:01Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
quantum-ml-methods-c288-codex,executed,codex,2026-07-06T06:19:11.924379,2026-07-06T06:19:06Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
sticky-personas-ai-9dab-claude,executed,codex,2026-07-06T13:27:23.705204,2026-07-06T13:27:17Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
quantum-ml-methods-54ff-claude,executed,codex,2026-07-06T13:27:46.543490,2026-07-06T13:27:40Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llm-multi-person-id-1096-claude,executed,codex,2026-07-06T23:39:34.422853,2026-07-06T23:39:28Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llm_unspeakables_20260713_124114_33f1a14e,executed,codex,2026-07-13T12:41:22.595875,2026-07-13T12:41:16Z,autoresearch_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
llms_don_t_do_much_tom_in_writ_20260714_234243_6b6ff0f4,executed,codex,2026-07-14T23:42:51.238626,2026-07-14T23:42:45Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
how_do_we_make_sure_skills_sel_20260715_033947_a0801865,executed,codex,2026-07-15T03:39:55.481113,2026-07-15T03:39:50Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
cartographers_of_the_ai_latent_20260720_142733_1b997657,executed,codex,2026-07-20T14:27:42.970407,2026-07-20T14:27:35Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
synthetic_data_with_base_model_20260720_181704_b08e72e8,executed,codex,2026-07-20T18:17:12.681358,2026-07-20T18:17:06Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,executed,codex,2026-07-20T18:12:05.868527,2026-07-25T02:16:38Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
adversarial_prompt_injection_v_20260728_181355_db6fd146,executed,codex,2026-07-28T18:14:05.208229,2026-07-28T18:13:56Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
emergent_adversarial_prompt_in_20260728_195215_54394617,executed,codex,2026-07-28T19:52:25.265401,2026-07-28T19:52:16Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
can_self_report_training_help__20260728_230205_15848d12,executed,codex,2026-07-28T23:02:14.289443,2026-07-28T23:02:08Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
scaling_analysis_of_distribute_20260729_000241_d3c51cab,executed,codex,2026-07-29T00:02:51.598355,2026-07-29T00:02:43Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
adversarial_prompt_injection_v_20260729_000827_3a2a967e,executed,codex,2026-07-29T00:08:36.399103,2026-07-29T00:08:28Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
emergent_collective_intelligen_20260729_001254_501032ff,executed,codex,2026-07-29T00:13:03.351560,2026-07-29T00:12:55Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
semantic_coherence_impact_on_a_20260729_154614_23123c8f,executed,codex,2026-07-29T15:46:24.835000,2026-07-29T15:46:15Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
systematic_bias_in_llm_chain_o_20260729_160340_206cc029,executed,codex,2026-07-29T16:03:54.821653,2026-07-29T16:03:42Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
systematic_bias_in_llm_uncerta_20260729_161235_2f048b69,executed,codex,2026-07-29T16:12:46.364574,2026-07-29T16:12:36Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
