repo_name,repo_status,mode,confidence,provider,n_files,has_pipeline_state,has_standard_logs,has_autoresearch,has_hitl,has_hitl_launch,evidence,repo_created_at,repo_pushed_at,capability_era,possible_modes_by_time,final_mode,final_confidence,mode_source
llm-consciousness-info-claude,executed,standard,medium,codex,188,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T20:54:46Z,2026-03-22T21:42:04Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
steering-vector-decay-claude,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T21:42:08Z,2026-03-22T23:11:30Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
noncomp-phrases-nlp-claude,executed,standard,medium,codex,183,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T21:43:18Z,2026-03-22T22:32:05Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
out-of-order-memoriz-claude,executed,standard,medium,codex,250,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T22:34:24Z,2026-03-23T00:10:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
steering-vectors-nlp-claude,executed,standard,medium,codex,347,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T00:11:53Z,2026-03-23T01:22:35Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-thankfulness-claude,executed,standard,medium,codex,306,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T00:15:26Z,2026-03-23T01:01:32Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
mlp-token-mapping-claude,executed,standard,medium,codex,240,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T01:03:00Z,2026-03-23T01:38:54Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-provocations-claude,executed,standard,medium,codex,543,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T01:23:59Z,2026-03-23T02:13:44Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
necessity-sufficiency-claude,executed,standard,medium,codex,299,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T01:40:15Z,2026-03-23T02:29:52Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
hard-to-describe-dir-claude,executed,standard,medium,codex,196,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T02:15:04Z,2026-03-23T03:04:58Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
dist-shift-curriculum-claude,executed,standard,medium,codex,256,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T02:31:17Z,2026-04-07T18:38:35Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
basis-vectors-persona-claude,executed,standard,medium,codex,318,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T03:06:24Z,2026-03-23T03:57:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
adversarial-ood-robustnes-73d8-claude,executed,standard,medium,codex,205,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T03:20:59Z,2026-03-23T05:55:18Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
adv-ood-robustness-6bad-codex,executed,standard,medium,codex,273,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T03:21:01Z,2026-03-23T04:04:15Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
adv-ood-robustness-3427-gemini,executed,standard,medium,codex,166,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T03:21:04Z,2026-03-23T05:05:59Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
story-cot-nlp-claude,executed,standard,medium,codex,227,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T03:59:08Z,2026-03-23T04:37:59Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-coverage-efficiency-claude,executed,standard,medium,codex,376,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T04:39:20Z,2026-03-23T06:01:32Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
detecting-lies-nlp-3065-codex,executed,standard,medium,codex,257,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T05:22:40Z,2026-03-23T05:56:58Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
detecting-lies-nlp-777f-gemini,executed,standard,medium,codex,232,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T05:22:41Z,2026-03-23T05:58:15Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
detecting-lies-nlp-c886-claude,executed,standard,medium,codex,7757,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T05:59:09Z,2026-03-23T08:12:04Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
factoring-friendly-assist-claude,executed,standard,medium,codex,248,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T06:02:58Z,2026-03-23T06:32:44Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-tongue-twisters-claude,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T06:34:12Z,2026-03-23T08:07:14Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
self-critique-ai-writer-claude,executed,standard,medium,codex,228,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T08:08:34Z,2026-03-23T09:51:12Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
multi-persona-exag-claude,initialized_only,unknown,low,claude,3,False,False,False,False,False,insufficient runtime evidence,2026-03-23T09:52:35Z,2026-03-23T09:52:39Z,pre_autoresearch,standard,unknown,low,historical_constraint_only
inctx-if-then-capacity-claude,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T11:30:03Z,2026-03-23T12:17:15Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
model-count-french-claude,executed,standard,medium,codex,209,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T12:18:37Z,2026-03-23T13:03:23Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
1p-rlhf-claude,executed,standard,medium,codex,238,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T13:04:55Z,2026-03-23T15:22:15Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
instruct-story-mix-claude,executed,standard,medium,codex,310,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T15:23:46Z,2026-03-23T16:47:11Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
map-of-vibe-space-claude,executed,standard,medium,codex,209,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T16:48:45Z,2026-03-23T17:47:33Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
keep-base-models-claude,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T17:49:17Z,2026-03-23T19:45:20Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
chain-of-thought-conv-claude,executed,standard,medium,codex,4155,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-23T22:56:38Z,2026-03-24T00:47:18Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-pain-analysis-claude,executed,standard,medium,codex,335,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-24T00:48:45Z,2026-04-07T23:21:18Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
artificial-outsiders-nlp-9b1b-claude,executed,standard,medium,codex,600,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-24T15:14:21Z,2026-03-24T17:10:25Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
math-distillation-challenge-claude,empty,unknown,low,unknown,0,False,False,False,False,False,no valid HEAD,2026-03-24T19:25:12Z,2026-03-24T19:25:13Z,pre_autoresearch,standard,unknown,low,historical_constraint_only
trace-impurities-ce-claude,executed,standard,medium,codex,238,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-24T22:59:44Z,2026-03-24T23:54:46Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
function-vectors-nlp-d7c3-claude,executed,standard,medium,codex,245,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-29T23:36:10Z,2026-03-30T01:56:04Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
function-vectors-nlp-2537-codex,executed,standard,medium,codex,317,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-29T23:39:04Z,2026-03-30T00:12:21Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
function-vectors-nlp-299e-gemini,executed,standard,medium,codex,153,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-29T23:39:05Z,2026-03-30T01:04:46Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
math-distillation-d448-claude,executed,standard,medium,codex,179,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-30T02:46:17Z,2026-03-30T04:08:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
math-distillation-57a1-gemini,executed,standard,medium,codex,287,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-30T02:46:25Z,2026-03-30T03:15:24Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-bullying-analysis-9159-claude,executed,standard,medium,codex,225,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-30T04:31:17Z,2026-03-30T06:15:20Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-bullying-detection-e4d9-codex,executed,standard,medium,codex,217,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-30T04:31:28Z,2026-03-30T05:30:38Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-bullying-analysis-9ffe-gemini,executed,standard,medium,codex,156,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-30T04:31:29Z,2026-03-30T05:01:11Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
math-distillation-c376-codex,executed,standard,medium,codex,192,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-30T08:01:10Z,2026-03-30T08:22:54Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
adversarial-tone-llm-2ab2-claude,executed,standard,medium,codex,189,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-04T16:11:52Z,2026-04-04T16:34:30Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
null-robustness-mapping-8bf6-claude,executed,standard,medium,codex,288,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-04T16:37:08Z,2026-04-04T17:15:02Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
phase-transitions-llm-5d8c-claude,executed,standard,medium,codex,246,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-04T17:17:57Z,2026-04-04T19:21:46Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
adversarial-battery-4ef6-claude,executed,standard,medium,codex,260,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-04T19:24:47Z,2026-04-04T19:56:13Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
math-align-invariant-9640-claude,executed,standard,medium,codex,221,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-04T19:58:54Z,2026-04-04T20:42:25Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
compositional-directions-17d5-claude,executed,standard,medium,codex,335,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-05T21:59:45Z,2026-04-05T22:58:36Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
compositional-directions-fe75-codex,executed,standard,medium,codex,272,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-05T22:05:56Z,2026-04-05T22:46:55Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
compositional-directions-cf35-gemini,executed,standard,medium,codex,670,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-06T00:23:52Z,2026-04-06T01:27:00Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
underrated-metric-nlp-0ca5-claude,executed,standard,medium,codex,204,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-06T00:36:17Z,2026-04-06T02:39:17Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
underrated-metric-nlp-f82f-codex,executed,standard,medium,codex,183,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-06T00:36:17Z,2026-04-06T01:44:41Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
underrated-metric-nlp-51aa-gemini,executed,standard,medium,codex,185,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-06T01:28:48Z,2026-04-06T01:51:42Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
reasoning-trace-robustnes-318e-codex,executed,standard,medium,codex,333,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-06T02:47:41Z,2026-04-06T04:38:18Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
reasoning-trace-robustnes-dd20-gemini,executed,standard,medium,codex,186,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-06T02:47:44Z,2026-04-06T03:29:11Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
reasoning-trace-robustnes-6b65-claude,executed,standard,medium,codex,245,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-06T07:06:58Z,2026-04-06T08:01:50Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
sycophancy-lang-resources-6bb3-claude,executed,standard,medium,codex,237,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T01:18:32Z,2026-04-07T02:12:10Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
monotonicity-bias-nlp-claude,executed,standard,medium,codex,220,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T01:28:35Z,2026-04-08T15:07:39Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
cond-steering-vectors-claude,executed,standard,medium,codex,288,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T01:28:36Z,2026-04-07T02:24:58Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
context-heavy-personas-claude,executed,standard,medium,codex,221,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T02:25:58Z,2026-04-07T03:22:57Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
adv-prompts-firewalls-claude,executed,standard,medium,codex,240,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T03:23:21Z,2026-04-07T04:08:04Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
compositional-directions-claude,executed,standard,medium,codex,308,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T04:08:23Z,2026-04-07T04:48:26Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-text-limitations-claude,executed,standard,medium,codex,240,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T04:49:20Z,2026-04-07T06:25:44Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
anchoring-bias-lookback-claude,executed,standard,medium,codex,226,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T06:26:47Z,2026-04-07T07:21:57Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
small-gradients-nlp-claude,executed,standard,medium,codex,283,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T07:22:57Z,2026-04-07T09:27:24Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-similar-sounds-claude,executed,standard,medium,codex,182,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T09:28:23Z,2026-04-07T10:53:48Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-offense-analysis-claude,executed,standard,medium,codex,305,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T10:54:13Z,2026-04-07T11:59:49Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
artificial-outsiders-nlp-claude,executed,standard,medium,codex,264,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T12:00:15Z,2026-04-07T12:57:12Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
leading-personas-nlp-claude,executed,standard,medium,codex,270,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T12:57:31Z,2026-04-07T15:31:57Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
underrated-novelty-nlp-claude,executed,standard,medium,codex,215,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T15:32:30Z,2026-04-07T16:18:27Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-complex-patterns-claude,executed,standard,medium,codex,300,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T18:38:58Z,2026-04-07T19:16:34Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
sweaty-liars-nlp-claude,executed,standard,medium,codex,261,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T19:16:52Z,2026-04-07T20:39:17Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
find-vars-nlp-claude,executed,standard,medium,codex,659,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T20:39:37Z,2026-04-08T15:48:03Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
arch-specific-data-claude,executed,standard,medium,codex,220,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T21:52:15Z,2026-04-07T23:25:26Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-intrusive-thoughts-claude,executed,standard,medium,codex,318,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-07T23:21:35Z,2026-04-08T01:43:04Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
direction-conflation-claude,executed,standard,medium,codex,337,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-08T15:07:57Z,2026-04-08T15:46:19Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-text-limitations-33a4-claude,executed,standard,medium,codex,226,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-12T22:33:43Z,2026-04-12T23:38:15Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-text-limitations-fe0a-codex,executed,standard,medium,codex,220,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-12T22:36:34Z,2026-04-12T23:16:43Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
text-llm-limitations-7bc7-gemini,executed,standard,medium,codex,156,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-12T22:36:38Z,2026-04-12T23:25:10Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
generalization-refusal-f96b-codex,executed,standard,medium,codex,303,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-13T00:20:26Z,2026-04-13T07:22:07Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
generalization-refusal-f437-claude,executed,standard,medium,codex,304,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-13T00:24:18Z,2026-04-13T04:03:26Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
sycophancy-lang-resources-d777-codex,executed,standard,medium,codex,4616,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-13T04:50:05Z,2026-04-13T22:12:50Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
sycophancy-lang-resources-0311-claude,executed,standard,medium,codex,9009,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-13T04:50:20Z,2026-04-13T06:13:19Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
generalize-refusal-76f7-gemini,executed,standard,medium,codex,210,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-13T17:18:54Z,2026-04-13T19:08:13Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
sycophancy-lang-resources-f4fb-gemini,executed,standard,medium,codex,223,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-13T22:15:53Z,2026-04-13T23:41:03Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
math-distillation-v2-0a91-claude,executed,standard,medium,codex,159,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-16T06:03:20Z,2026-04-16T06:56:52Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
math-distillation-v2-7cd5,executed,standard,medium,codex,183,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-16T13:22:10Z,2026-04-16T14:16:20Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
interp-incongruent-48af-claude,executed,standard,medium,codex,255,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-19T20:56:09Z,2026-04-19T21:50:42Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
interp-incongruent-79b3-codex,executed,standard,medium,codex,193,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-19T20:57:09Z,2026-04-19T21:50:40Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
interp-incongruent-3e42-gemini,executed,standard,medium,codex,253,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-19T20:57:37Z,2026-04-19T21:23:28Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
diluted-steganography-b649-gemini,executed,standard,medium,codex,172,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-19T21:45:02Z,2026-04-19T22:04:21Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
diluted-steganography-9471-claude,executed,standard,medium,codex,211,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-19T22:36:32Z,2026-04-19T23:35:25Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
diluted-steganography-nlp-9907-codex,executed,standard,medium,codex,214,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-19T22:37:18Z,2026-04-19T23:28:29Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
induction-head-leakage-36ef-gemini,executed,standard,medium,codex,189,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-19T22:42:10Z,2026-04-19T23:01:15Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
induction-head-leakage-9a37-claude,executed,standard,medium,codex,259,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-20T00:16:10Z,2026-04-20T01:18:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
induction-head-leakage-8afa-codex,executed,standard,medium,codex,293,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-20T00:27:56Z,2026-04-20T18:10:41Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
robustness-vs-artifacts-21e9-claude,executed,standard,medium,codex,294,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-20T05:12:19Z,2026-04-20T05:55:36Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
hidden-misalignment-llm-6ab7-claude,executed,standard,medium,codex,320,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-20T05:58:25Z,2026-04-20T06:57:30Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
stat-meta-robustness-948b-claude,executed,standard,medium,codex,263,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-20T06:59:53Z,2026-04-20T07:41:35Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
adv-robust-battery-sim-9bd0-claude,executed,standard,medium,codex,279,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-20T07:44:12Z,2026-04-20T08:36:15Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
misalignment-thresholds-151f-claude,executed,standard,medium,codex,215,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-20T08:39:29Z,2026-04-20T09:15:27Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
mlp-hidden-state-b821-claude,executed,standard,medium,codex,441,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-04-24T19:48:57Z,2026-04-24T21:47:20Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
