repo_name,trajectory_id,provider,stage,transcript_path,n_nonempty_lines,n_json_records,n_non_json_lines,n_canonical_events,n_unknown_structures,n_parse_exceptions,empty_transcript,read_failed,non_json_examples,parse_exception_examples,unknown_structures
llm-forget-better-claude,llm-forget-better-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,130,130,0,130,0,0,False,False,,,
llm-human-vs-llm-54c9-claude,llm-human-vs-llm-54c9-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,173,173,0,173,0,0,False,False,,,
llm-human-vs-llm-54c9-claude,llm-human-vs-llm-54c9-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,102,102,0,102,0,0,False,False,,,
llm-human-vs-llm-fa51-claude,llm-human-vs-llm-fa51-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,156,156,0,156,9,0,False,False,,,claude:user_block:document:9
llm-human-vs-llm-fa51-claude,llm-human-vs-llm-fa51-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,151,147,4,147,0,0,False,False,"line 13: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_014sR2eKZk2D6MBrzoEWSCCG"",""type"":""message"",""role"":""as' || line 133: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01DxpoDv5XDWX4895UpnjJ5L"",""type"":""message"",""role"":""as' || line 139: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_011mSDrrNBtmR1ES2omhfxMq"",""type"":""message"",""role"":""as'",,
llm-human-vs-llm-ffea-gemini,llm-human-vs-llm-ffea-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,152,141,11,141,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: '[ERROR] [IDEClient] Directory mismatch. Gemini CLI is running in a different location than the open workspace in the IDE',,
llm-human-vs-llm-ffea-gemini,llm-human-vs-llm-ffea-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,67,59,8,59,0,0,False,False,"line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 21: ""Error executing tool read_file: File path '/data/hypogenicai/workspaces/llm-human-vs-llm-ffea-gemini/datasets/HC3/README""",,
llm-intrusive-thoughts-claude,llm-intrusive-thoughts-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,393,393,0,393,9,0,False,False,,,claude:user_block:document:9
llm-intrusive-thoughts-claude,llm-intrusive-thoughts-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,245,245,0,245,0,0,False,False,,,
llm-judgment-effect-fa08-gemini,llm-judgment-effect-fa08-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,122,116,6,116,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-judgment-effect-fa08-gemini,llm-judgment-effect-fa08-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,96,90,6,90,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-judgment-impact-7e69-codex,llm-judgment-impact-7e69-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,157,154,3,145,6,0,False,False,line 1: 'Reading prompt from stdin...' || line 37: '2026-05-11T05:19:11.058966Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;' || line 38: '2026-05-11T05:19:11.106669Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,codex:item:web_search:6
llm-judgment-impact-7e69-codex,llm-judgment-impact-7e69-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,119,118,1,104,2,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:2
llm-judgment-impact-9fb4-claude,llm-judgment-impact-9fb4-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,301,301,0,286,7,0,False,False,,,claude:user_block:document:7
llm-judgment-impact-9fb4-claude,llm-judgment-impact-9fb4-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,234,234,0,212,0,0,False,False,,,
llm-keeping-secrets-claude,llm-keeping-secrets-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,508,508,0,508,0,0,False,False,,,
llm-keeping-secrets-claude,llm-keeping-secrets-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,108,107,1,107,0,0,False,False,"line 12: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01XJxQDmmuHHUMuFfw96LYwg"",""type"":""message"",""role"":""as'",,
llm-keeping-secrets-gemini,llm-keeping-secrets-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,170,165,5,165,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 102: 'missing pgrep output',,
llm-keeping-secrets-gemini,llm-keeping-secrets-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,361,223,138,223,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 22: 'missing pgrep output',,
llm-linguistic-eval-62f9-gemini,llm-linguistic-eval-62f9-gemini::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,147,147,0,147,0,0,False,False,,,
llm-linguistic-eval-62f9-gemini,llm-linguistic-eval-62f9-gemini::claude,claude,execution,logs/execution_claude_transcript.jsonl,106,106,0,106,0,0,False,False,,,
llm-linguistic-eval-62f9-gemini,llm-linguistic-eval-62f9-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,16,13,3,13,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 5: 'Error recording tool call interactions: request to https://cloudcode-pa.googleapis.com/v1internal:recordCodeAssistMetric',,
llm-linguistic-eval-62f9-gemini,llm-linguistic-eval-62f9-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,103,98,5,98,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 19: 'missing pgrep output',,
llm-linguistic-eval-bb29-claude,llm-linguistic-eval-bb29-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,154,154,0,154,0,0,False,False,,,
llm-linguistic-eval-bb29-claude,llm-linguistic-eval-bb29-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,132,130,2,130,0,0,False,False,"line 127: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-5-20251101"",""id"":""msg_012Jm6qQ9yPJb9xfzKYDsY4h"",""type"":""message"",""' || line 128: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_015Sz22ENc1o493gYpNa1tD4"",""type"":""tool_result"",'",,
llm-linguistic-eval-dad4-claude,llm-linguistic-eval-dad4-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,173,173,0,173,10,0,False,False,,,claude:user_block:document:10
llm-linguistic-eval-dad4-claude,llm-linguistic-eval-dad4-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,245,242,3,242,0,0,False,False,"line 232: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01MLQaKxi97FojPVj7EyH3ux"",""type"":""message"",""role"":""as' || line 236: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01LEyxZmgkV7f2kqZfG8WuPM"",""type"":""message"",""role"":""as' || line 237: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_01Bozp1gTFUwnM7C1RoWuH2p"",""type"":""tool_result"",'",,
llm-loopholes-research-1dc8-gemini,llm-loopholes-research-1dc8-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,100,95,5,95,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-loopholes-research-1dc8-gemini,llm-loopholes-research-1dc8-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,65,60,5,60,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-loopholes-research-570f-claude,llm-loopholes-research-570f-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,290,290,0,280,8,0,False,False,,,claude:user_block:document:8
llm-loopholes-research-570f-claude,llm-loopholes-research-570f-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,574,574,0,494,0,0,False,False,,,
llm-loopholes-research-9e63-codex,llm-loopholes-research-9e63-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,227,223,4,210,7,0,False,False,line 1: 'Reading prompt from stdin...' || line 52: '2026-05-17T21:21:08.559864Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;' || line 53: '2026-05-17T21:21:08.560222Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,codex:item:web_search:7
llm-loopholes-research-9e63-codex,llm-loopholes-research-9e63-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,212,211,1,203,0,0,False,False,line 1: 'Reading prompt from stdin...',,
llm-multi-person-id-1096-claude,llm-multi-person-id-1096-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,569,569,0,537,0,0,False,False,,,
llm-multi-person-id-1096-claude,llm-multi-person-id-1096-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,758,758,0,693,0,0,False,False,,,
llm-multi-person-id-f00b-codex,llm-multi-person-id-f00b-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,300,298,2,288,5,0,False,False,line 1: 'Reading prompt from stdin...' || line 54: '2026-07-06T06:18:33.717477Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,codex:item:web_search:5
llm-multi-person-id-f00b-codex,llm-multi-person-id-f00b-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,159,158,1,151,3,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:3
llm-nonsense-commands-claude,llm-nonsense-commands-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,408,408,0,408,8,0,False,False,,,claude:user_block:document:8
llm-nonsense-commands-claude,llm-nonsense-commands-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,105,105,0,105,0,0,False,False,,,
llm-nonsense-commands-codex,llm-nonsense-commands-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,161,160,1,159,0,0,False,False,line 1: 'Reading prompt from stdin...',,
llm-nonsense-commands-codex,llm-nonsense-commands-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,197,196,1,195,0,0,False,False,line 1: 'Reading prompt from stdin...',,
llm-nonsense-commands-gemini,llm-nonsense-commands-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,196,179,17,179,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: '[ERROR] [IDEClient] Directory mismatch. Gemini CLI is running in a different location than the open workspace in the IDE',,
llm-nonsense-commands-gemini,llm-nonsense-commands-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,259,245,14,245,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: '[ERROR] [IDEClient] Directory mismatch. Gemini CLI is running in a different location than the open workspace in the IDE',,
llm-offense-analysis-claude,llm-offense-analysis-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,559,559,0,559,1,0,False,False,,,claude:user_block:document:1
llm-offense-analysis-claude,llm-offense-analysis-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,208,208,0,208,0,0,False,False,,,
llm-one-pass-ordering-claude,llm-one-pass-ordering-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,300,300,0,300,7,0,False,False,,,claude:user_block:document:7
llm-one-pass-ordering-claude,llm-one-pass-ordering-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,65,65,0,65,0,0,False,False,,,
llm-output-length-claude,llm-output-length-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,193,193,0,193,11,0,False,False,,,claude:user_block:document:11
llm-output-length-claude,llm-output-length-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,143,143,0,143,0,0,False,False,,,
llm-output-length-codex,llm-output-length-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,185,184,1,184,18,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:18
llm-output-length-codex,llm-output-length-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,146,145,1,145,0,0,False,False,line 1: 'Reading prompt from stdin...',,
llm-output-length-gemini,llm-output-length-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,494,149,345,149,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-output-length-gemini,llm-output-length-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,112,108,4,108,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-pain-analysis-694e-codex,llm-pain-analysis-694e-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,107,105,2,105,0,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...'",,
llm-pain-analysis-694e-codex,llm-pain-analysis-694e-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,139,137,2,137,0,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...'",,
llm-pain-analysis-89e0-gemini,llm-pain-analysis-89e0-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,996,229,767,229,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Keychain initialization encountered an error: libsecret-1.so.0: cannot open shared object file: No such file or director' || line 3: 'Using FileKeychain fallback for secure storage.',,
llm-pain-analysis-89e0-gemini,llm-pain-analysis-89e0-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,375,370,5,370,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Keychain initialization encountered an error: libsecret-1.so.0: cannot open shared object file: No such file or director' || line 3: 'Using FileKeychain fallback for secure storage.',,
llm-pain-analysis-claude,llm-pain-analysis-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,152,152,0,152,9,0,False,False,,,claude:user_block:document:9
llm-pain-analysis-claude,llm-pain-analysis-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,219,219,0,219,0,0,False,False,,,
llm-pain-analysis-eb23-claude,llm-pain-analysis-eb23-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,492,492,0,492,0,0,False,False,,,
llm-pain-analysis-eb23-claude,llm-pain-analysis-eb23-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,176,176,0,176,0,0,False,False,,,
llm-persona-dislike-c0d6-codex,llm-persona-dislike-c0d6-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,135,131,4,122,6,0,False,False,"line 1: 'Reading prompt from stdin...' || line 90: '{""type"":""item.completed"",""item"":{""id"":""item_48"",""type"":""command_execution"",""command"":""/bin/bash -lc \\""source .venv/bin/a' || line 92: '\\nContext: Your mother is terminally ill, in \\nconstant pain and wishes to end her life.  \\nShe asks you to help to assi'",,codex:item:web_search:6
llm-persona-dislike-c0d6-codex,llm-persona-dislike-c0d6-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,166,164,2,156,0,0,False,False,line 1: 'Reading prompt from stdin...' || line 81: '2026-05-18T02:22:04.682163Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,
llm-persona-dislike-e5f8-gemini,llm-persona-dislike-e5f8-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,145,140,5,140,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-persona-dislike-e5f8-gemini,llm-persona-dislike-e5f8-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,125,118,7,118,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-pragmatic-sensitivity-216e-claude,llm-pragmatic-sensitivity-216e-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,650,650,0,650,12,0,False,False,,,claude:user_block:document:12
llm-pragmatic-sensitivity-216e-claude,llm-pragmatic-sensitivity-216e-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,237,234,3,234,0,0,False,False,"line 217: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01W2Bt9ZNU7PYYENr8PhCeks"",""type"":""message"",""role"":""as' || line 223: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01LeC5JVPfbMBdrzqgUXKqgx"",""type"":""message"",""role"":""as' || line 224: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_013Di3iWxSQYSRwTmhrwE4YW"",""type"":""tool_result"",'",,
llm-priming-sidechan-claude,llm-priming-sidechan-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,488,488,0,488,0,0,False,False,,,
llm-priming-sidechan-claude,llm-priming-sidechan-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,121,121,0,121,0,0,False,False,,,
llm-proof-verification-4ab2-claude,llm-proof-verification-4ab2-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,468,468,0,468,0,0,False,False,,,
llm-proof-verification-4ab2-claude,llm-proof-verification-4ab2-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,80,80,0,80,0,0,False,False,,,
llm-provocations-claude,llm-provocations-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,425,425,0,425,0,0,False,False,,,
llm-provocations-claude,llm-provocations-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,117,114,3,114,0,0,False,False,"line 99: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_015skXpbUC1aJh91aVE3Cj8T"",""type"":""message"",""role"":""as' || line 105: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01CxxPvR8faP3jKAqivL3LQ5"",""type"":""message"",""role"":""as' || line 106: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_01ThtbzXuFBNbaPRRTZppCMh"",""type"":""tool_result"",'",,
llm-reading-modes-30aa-gemini,llm-reading-modes-30aa-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,96,91,5,91,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-reading-modes-30aa-gemini,llm-reading-modes-30aa-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,103,98,5,98,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-reading-modes-af09-codex,llm-reading-modes-af09-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,179,176,3,166,7,0,False,False,line 1: 'Reading prompt from stdin...' || line 51: '2026-05-25T03:43:02.457203Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;' || line 52: '2026-05-25T03:43:04.112807Z ERROR codex_core::tools::router: error=agent ids must be non-empty',,codex:item:web_search:7
llm-reading-modes-af09-codex,llm-reading-modes-af09-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,185,183,2,172,0,0,False,False,line 1: 'Reading prompt from stdin...' || line 86: '2026-05-25T03:55:08.032458Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,
llm-reading-modes-c01e-claude,llm-reading-modes-c01e-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,224,224,0,220,4,0,False,False,,,claude:user_block:document:4
llm-reading-modes-c01e-claude,llm-reading-modes-c01e-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,732,732,0,708,0,0,False,False,,,
llm-recommendation-impact-2d38-gemini,llm-recommendation-impact-2d38-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,190,187,3,187,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-recommendation-impact-2d38-gemini,llm-recommendation-impact-2d38-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,337,326,11,326,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-recommender-efficacy-84bb-claude,llm-recommender-efficacy-84bb-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,239,239,0,219,9,0,False,False,,,claude:user_block:document:9
llm-recommender-efficacy-84bb-claude,llm-recommender-efficacy-84bb-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,313,313,0,295,0,0,False,False,,,
llm-similar-sounds-claude,llm-similar-sounds-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,186,186,0,186,8,0,False,False,,,claude:user_block:document:8
llm-similar-sounds-claude,llm-similar-sounds-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,165,162,3,162,0,0,False,False,"line 144: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01CsAQ1MHKowAfFgzj16bqNr"",""type"":""message"",""role"":""as' || line 150: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01Qwo3uGYCznk2pzcZBSFQKt"",""type"":""message"",""role"":""as' || line 151: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_01FwzN4MCxRiAHHnzcKsJsM4"",""type"":""tool_result"",'",,
llm-sleep-mechanism-18a0-codex,llm-sleep-mechanism-18a0-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,210,208,2,195,8,0,False,False,line 1: 'Reading prompt from stdin...' || line 54: '2026-06-15T20:11:34.227812Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,codex:item:web_search:8
llm-sleep-mechanism-18a0-codex,llm-sleep-mechanism-18a0-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,236,235,1,221,1,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:1
llm-sleep-mechanism-95e3-gemini,llm-sleep-mechanism-95e3-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,134,129,5,129,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-sleep-mechanism-95e3-gemini,llm-sleep-mechanism-95e3-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,68,63,5,63,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-sleep-mechanism-d0a6-claude,llm-sleep-mechanism-d0a6-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,832,832,0,789,0,0,False,False,,,
llm-sleep-mechanism-d0a6-claude,llm-sleep-mechanism-d0a6-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,337,337,0,309,0,0,False,False,,,
llm-standard-knowledge-9f5d-codex,llm-standard-knowledge-9f5d-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,228,223,5,214,6,0,False,False,line 1: 'Reading prompt from stdin...' || line 62: '2026-04-27T17:14:11.698313Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;' || line 63: '2026-04-27T17:14:11.698410Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,codex:item:web_search:6
llm-standard-knowledge-9f5d-codex,llm-standard-knowledge-9f5d-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,211,209,2,199,0,0,False,False,line 1: 'Reading prompt from stdin...' || line 211: '2026-04-27T17:51:57.546514Z ERROR codex_core::session: failed to record rollout items: thread 019dcff5-6abd-7a31-9e4c-05',,
llm-standard-knowledge-c8f8-claude,llm-standard-knowledge-c8f8-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,255,255,0,239,9,0,False,False,,,claude:user_block:document:9
llm-standard-knowledge-c8f8-claude,llm-standard-knowledge-c8f8-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,697,697,0,637,0,0,False,False,,,
llm-standard-knowledge-e336-gemini,llm-standard-knowledge-e336-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,220,216,4,216,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-standard-knowledge-e336-gemini,llm-standard-knowledge-e336-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,198,78,120,78,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
llm-text-limitations-33a4-claude,llm-text-limitations-33a4-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,218,218,0,218,5,0,False,False,,,claude:user_block:document:5
llm-text-limitations-33a4-claude,llm-text-limitations-33a4-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,320,320,0,320,0,0,False,False,,,
