trajectory_id,repository_id,provider,n_transcripts,n_empty_transcripts,n_read_failed_transcripts,n_raw_records,n_non_json_lines,n_unknown_structures,n_parse_exceptions,n_canonical_events,event_expansion_ratio,n_message,n_tool_call,n_tool_result,n_artifact_change,n_error,n_status,n_other,stages
multi-turn-regress-fb0d-gemini::gemini,multi-turn-regress-fb0d-gemini,gemini,2,0,0,395,559,0,0,395,1.0,220,85,84,0,2,4,0,resource_finder|execution
multi_agent_adversarial_prompt_20260729_161608_d239e51e::claude,multi_agent_adversarial_prompt_20260729_161608_d239e51e,claude,1,0,0,3,0,0,0,3,1.0,1,0,0,0,1,1,0,resource_finder
multi_objective_optimization_o_20260227_215322_c3d0afee::claude,multi_objective_optimization_o_20260227_215322_c3d0afee,claude,1,0,0,3,0,0,0,3,1.0,1,0,0,0,1,1,0,resource_finder
narrative-space-llm-3519-gemini::gemini,narrative-space-llm-3519-gemini,gemini,2,0,0,187,10,0,0,187,1.0,31,76,75,0,1,4,0,resource_finder|execution
narrative-space-llm-65e5-codex::codex,narrative-space-llm-65e5-codex,codex,2,0,0,429,3,18,0,387,0.9020979020979021,128,104,99,23,5,10,18,resource_finder|execution
narrative-space-llm-8f63-claude::claude,narrative-space-llm-8f63-claude,claude,2,0,0,932,0,0,0,868,0.9313304721030042,83,126,120,0,6,533,0,resource_finder|execution
nat-induction-heads-claude::claude,nat-induction-heads-claude,claude,2,0,0,478,0,2,0,478,1.0,51,164,149,0,15,97,2,resource_finder|execution
natural-hallucinations-1245-gemini::gemini,natural-hallucinations-1245-gemini,gemini,2,0,0,1240,209,0,0,1240,1.0,740,248,248,0,1,3,0,resource_finder|execution
natural-hallucinations-claude::claude,natural-hallucinations-claude,claude,2,0,0,871,0,0,0,871,1.0,61,289,257,0,32,232,0,resource_finder|execution
natural-hallucinations-codex::codex,natural-hallucinations-codex,codex,2,0,0,322,2,13,0,322,1.0,124,89,79,1,10,6,13,resource_finder|execution
necessity-sufficiency-claude::claude,necessity-sufficiency-claude,claude,2,0,0,594,0,0,0,594,1.0,51,199,187,0,12,145,0,resource_finder|execution
neural-symbolic-ai-2f28-codex::codex,neural-symbolic-ai-2f28-codex,codex,2,0,0,467,3,6,0,440,0.9421841541755889,109,146,141,19,5,14,6,resource_finder|execution
neural-symbolic-ai-41f3-claude::claude,neural-symbolic-ai-41f3-claude,claude,2,0,0,1050,0,0,0,976,0.9295238095238095,92,156,152,0,4,572,0,resource_finder|execution
neural-symbolic-ai-d145-claude::claude,neural-symbolic-ai-d145-claude,claude,2,0,0,1009,0,0,0,946,0.9375619425173439,65,103,99,0,4,675,0,resource_finder|execution
news-from-future-ai-aed4-claude::claude,news-from-future-ai-aed4-claude,claude,2,0,0,509,2,4,0,509,1.0,95,190,184,0,8,28,4,resource_finder|execution
news-from-future-ai-claude::claude,news-from-future-ai-claude,claude,2,0,0,295,2,8,0,295,1.0,51,116,105,0,11,4,8,resource_finder|execution
news-future-ai-claude::claude,news-future-ai-claude,claude,2,0,0,397,1,4,0,397,1.0,57,142,134,0,9,51,4,resource_finder|execution
news-future-ai-codex::codex,news-future-ai-codex,codex,2,0,0,520,2,16,0,519,0.9980769230769231,193,147,138,6,9,10,16,resource_finder|execution
news-future-ai-gemini::gemini,news-future-ai-gemini,gemini,2,0,0,222,85,0,0,222,1.0,116,51,48,0,3,4,0,resource_finder|execution
no-costume-theories-claude::claude,no-costume-theories-claude,claude,2,0,0,305,0,7,0,305,1.0,60,108,102,0,6,22,7,resource_finder|execution
non-pokemon-quality-8c18-claude::claude,non-pokemon-quality-8c18-claude,claude,2,0,0,423,0,8,0,423,1.0,69,166,159,0,7,14,8,resource_finder|execution
non-pokemon-quality-nlp-claude::claude,non-pokemon-quality-nlp-claude,claude,2,0,0,290,0,3,0,290,1.0,50,88,86,0,2,61,3,resource_finder|execution
non-pokemon-quality-nlp-ea69-claude::claude,non-pokemon-quality-nlp-ea69-claude,claude,2,0,0,417,0,6,0,417,1.0,56,173,154,0,19,9,6,resource_finder|execution
noncomp-phrases-nlp-c335-claude::claude,noncomp-phrases-nlp-c335-claude,claude,2,0,0,635,0,7,0,635,1.0,87,265,255,0,10,11,7,resource_finder|execution
noncomp-phrases-nlp-claude::claude,noncomp-phrases-nlp-claude,claude,2,0,0,523,0,7,0,523,1.0,57,175,166,0,9,109,7,resource_finder|execution
nonlinear-diction-nlp-claude::claude,nonlinear-diction-nlp-claude,claude,2,0,0,889,0,0,0,889,1.0,76,310,227,0,83,193,0,resource_finder|execution
novel-bio-mechanisms-002c-claude::claude,novel-bio-mechanisms-002c-claude,claude,2,0,0,614,0,5,0,578,0.9413680781758957,52,226,217,0,9,69,5,resource_finder|execution
novel-bio-mechanisms-594c-codex::codex,novel-bio-mechanisms-594c-codex,codex,2,0,0,624,2,16,0,587,0.9407051282051282,40,248,225,19,23,16,16,resource_finder|execution
novel-bio-mechanisms-a08e-gemini::gemini,novel-bio-mechanisms-a08e-gemini,gemini,2,0,0,195,10,0,0,195,1.0,31,80,79,0,1,4,0,resource_finder|execution
novel-bio-mechanisms-c075-claude::claude,novel-bio-mechanisms-c075-claude,claude,2,0,0,751,0,7,0,711,0.9467376830892144,55,273,262,0,11,103,7,resource_finder|execution
novel-geom-addressing-028d-gemini::gemini,novel-geom-addressing-028d-gemini,gemini,2,0,0,254,8,0,0,254,1.0,44,103,103,0,0,4,0,resource_finder|execution
novel-geom-addressing-506d-codex::codex,novel-geom-addressing-506d-codex,codex,2,0,0,456,3,9,0,426,0.9342105263157895,43,172,162,20,10,10,9,resource_finder|execution
novel-geom-addressing-c44b-claude::claude,novel-geom-addressing-c44b-claude,claude,2,0,0,835,0,8,0,741,0.8874251497005988,60,312,305,0,7,49,8,resource_finder|execution
null-alignment-matrix-diagnosing-when-56ad::claude,null-alignment-matrix-diagnosing-when-56ad,claude,2,0,0,854,0,2,0,788,0.9227166276346604,57,136,130,0,6,457,2,resource_finder|execution
null-results-as-alignment-signals-858f::claude,null-results-as-alignment-signals-858f,claude,1,0,0,477,0,4,0,437,0.9161425576519916,39,80,80,0,0,234,4,resource_finder
null-robustness-mapping-8bf6-claude::claude,null-robustness-mapping-8bf6-claude,claude,2,0,0,354,3,11,0,354,1.0,54,102,99,0,4,84,11,resource_finder|execution
out-of-order-memoriz-claude::claude,out-of-order-memoriz-claude,claude,2,0,0,408,0,9,0,408,1.0,80,123,119,0,4,73,9,resource_finder|execution
partial-isomorphisms-claude::claude,partial-isomorphisms-claude,claude,2,0,0,774,0,2,0,774,1.0,68,247,233,0,14,210,2,resource_finder|execution
person-space-mapping-claude::claude,person-space-mapping-claude,claude,2,0,0,714,0,0,0,714,1.0,61,240,208,0,32,173,0,resource_finder|execution
phase-transitions-6299-claude::claude,phase-transitions-6299-claude,claude,2,0,0,338,0,10,0,338,1.0,52,133,125,0,8,10,10,resource_finder|execution
phase-transitions-llm-5d8c-claude::claude,phase-transitions-llm-5d8c-claude,claude,2,0,0,353,0,8,0,353,1.0,50,116,111,0,5,63,8,resource_finder|execution
phrase-arithmetic-nlp-claude::claude,phrase-arithmetic-nlp-claude,claude,2,0,0,1002,0,8,0,1002,1.0,52,335,262,0,73,272,8,resource_finder|execution
predict-slop-ai-claude::claude,predict-slop-ai-claude,claude,2,0,0,615,3,0,0,615,1.0,49,201,196,0,6,163,0,resource_finder|execution
preference-understanding-8cc6-claude::claude,preference-understanding-8cc6-claude,claude,2,0,0,1242,1,10,0,1139,0.9170692431561996,54,177,166,0,11,721,10,resource_finder|execution
preference-understanding-9cf3-codex::codex,preference-understanding-9cf3-codex,codex,3,0,0,228,4,4,0,203,0.8903508771929824,27,71,57,21,14,9,4,resource_finder|execution|paper_writer
proficiency-features-claude::claude,proficiency-features-claude,claude,2,0,0,500,0,9,0,500,1.0,99,180,172,0,8,32,9,resource_finder|execution
prompt-failure-prediction-0191-claude::claude,prompt-failure-prediction-0191-claude,claude,2,0,0,423,0,9,0,423,1.0,84,113,105,0,8,104,9,resource_finder|execution
quantify-llm-factors-claude::claude,quantify-llm-factors-claude,claude,2,0,0,973,0,0,0,973,1.0,64,320,283,0,37,269,0,resource_finder|execution
quantifying-the-null-intervention-c064::claude,quantifying-the-null-intervention-c064,claude,2,0,0,1138,0,7,0,1052,0.9244288224956063,65,157,155,0,2,666,7,resource_finder|execution
quantum-ml-methods-54ff-claude::claude,quantum-ml-methods-54ff-claude,claude,2,0,0,1187,0,0,0,1121,0.9443976411120472,95,197,183,0,14,632,0,resource_finder|execution
quantum-ml-methods-7581-claude::claude,quantum-ml-methods-7581-claude,claude,2,0,0,1637,0,0,0,1571,0.9596823457544288,68,134,126,0,8,1235,0,resource_finder|execution
quantum-ml-methods-c288-codex::codex,quantum-ml-methods-c288-codex,codex,2,0,0,458,3,13,0,422,0.9213973799126638,132,122,119,22,3,11,13,resource_finder|execution
quantum-ml-methods-d41e-claude::claude,quantum-ml-methods-d41e-claude,claude,2,0,0,1020,0,0,0,944,0.9254901960784314,80,152,147,0,5,560,0,resource_finder|execution
rainbow-conn-random-1698::claude,rainbow-conn-random-1698,claude,2,0,0,257,0,9,0,257,1.0,30,101,97,0,4,16,9,resource_finder|execution
rainbow-conn-random-f967::claude,rainbow-conn-random-f967,claude,1,0,0,148,0,11,0,148,1.0,27,46,39,0,9,16,11,resource_finder
reasoning-trace-robustnes-318e-codex::claude,reasoning-trace-robustnes-318e-codex,claude,2,0,0,573,1,0,0,573,1.0,66,185,169,0,17,136,0,resource_finder|execution
reasoning-trace-robustnes-318e-codex::codex,reasoning-trace-robustnes-318e-codex,codex,2,0,0,244,5,0,0,244,1.0,46,96,86,0,10,6,0,resource_finder|execution
reasoning-trace-robustnes-6b65-claude::claude,reasoning-trace-robustnes-6b65-claude,claude,2,0,0,623,1,0,0,623,1.0,49,208,179,0,28,159,0,resource_finder|execution
reasoning-trace-robustnes-dd20-gemini::gemini,reasoning-trace-robustnes-dd20-gemini,gemini,2,0,0,366,128,0,0,366,1.0,180,91,91,0,0,4,0,resource_finder|execution
recursion-visual-text-claude::claude,recursion-visual-text-claude,claude,2,0,0,271,12,0,0,271,1.0,47,110,104,0,6,4,0,resource_finder|execution
recursion-visual-text-gemini::gemini,recursion-visual-text-gemini,gemini,2,0,0,189,15,0,0,189,1.0,67,59,58,0,1,4,0,resource_finder|execution
refine-llm-trading-2354-codex::codex,refine-llm-trading-2354-codex,codex,2,0,0,275,2,0,0,275,1.0,105,81,76,2,5,6,0,resource_finder|execution
refine-llm-trading-4e75-claude::claude,refine-llm-trading-4e75-claude,claude,2,0,0,800,2,1,0,800,1.0,87,344,330,0,14,24,1,resource_finder|execution
refine-llm-trading-e871-claude::claude,refine-llm-trading-e871-claude,claude,2,0,0,381,4,8,0,381,1.0,59,154,142,0,12,6,8,resource_finder|execution
residual-stream-ai-a924-claude::claude,residual-stream-ai-a924-claude,claude,2,0,0,496,0,2,0,496,1.0,86,193,186,0,7,22,2,resource_finder|execution
residual-stream-biject-claude::claude,residual-stream-biject-claude,claude,2,0,0,442,0,7,0,442,1.0,85,151,139,0,12,48,7,resource_finder|execution
residual-stream-biject-e825-claude::claude,residual-stream-biject-e825-claude,claude,2,0,0,385,0,7,0,385,1.0,53,159,139,0,20,7,7,resource_finder|execution
reverse-alignment-characterizing-46f6::claude,reverse-alignment-characterizing-46f6,claude,2,0,0,1294,0,8,0,1190,0.919629057187017,50,205,199,0,7,721,8,resource_finder|execution
reverse-engineer-null-6299-claude::claude,reverse-engineer-null-6299-claude,claude,2,0,0,388,0,10,0,367,0.9458762886597938,39,137,132,0,5,44,10,resource_finder|execution
reverse-nulls-diagnosing-the-hidden-732a::claude,reverse-nulls-diagnosing-the-hidden-732a,claude,2,0,0,1305,0,7,0,1196,0.9164750957854406,89,239,233,0,6,622,7,resource_finder|execution
robustness-vs-artifacts-21e9-claude::claude,robustness-vs-artifacts-21e9-claude,claude,2,0,0,732,0,13,0,732,1.0,116,219,213,0,6,165,13,resource_finder|execution
sampling-nn-0688-gemini::gemini,sampling-nn-0688-gemini,gemini,2,0,0,241,4378,0,0,241,1.0,41,98,98,0,0,4,0,resource_finder|execution
sampling-nn-1a8c-claude::claude,sampling-nn-1a8c-claude,claude,2,0,0,737,0,0,0,678,0.9199457259158752,96,159,155,0,4,264,0,resource_finder|execution
sampling-nn-d01c-codex::codex,sampling-nn-d01c-codex,codex,2,0,0,377,3,12,0,352,0.9336870026525199,92,112,108,11,4,13,12,resource_finder|execution
scaling-laws-finetune-claude::claude,scaling-laws-finetune-claude,claude,2,0,0,497,0,8,0,497,1.0,99,137,132,0,5,116,8,resource_finder|execution
scaling_analysis_of_distribute_20260729_000241_d3c51cab::gemini,scaling_analysis_of_distribute_20260729_000241_d3c51cab,gemini,1,1,0,0,2,0,0,0,,0,0,0,0,0,0,0,resource_finder
science-of-sycophancy-ee2b-claude::claude,science-of-sycophancy-ee2b-claude,claude,2,0,0,701,0,12,0,653,0.9315263908701854,61,239,235,0,4,102,12,resource_finder|execution
self-critique-ai-writer-claude::claude,self-critique-ai-writer-claude,claude,2,0,0,746,66,0,0,746,1.0,53,253,226,0,25,189,0,resource_finder|execution
self-critique-drift-4703-claude::claude,self-critique-drift-4703-claude,claude,2,0,0,574,0,0,0,574,1.0,60,240,222,0,18,34,0,resource_finder|execution
self-critique-drift-687e-codex::codex,self-critique-drift-687e-codex,codex,2,0,0,222,4,4,0,218,0.9819819819819819,49,76,71,7,5,6,4,resource_finder|execution
self-critique-drift-6de2-claude::claude,self-critique-drift-6de2-claude,claude,2,0,0,412,9,2,0,412,1.0,66,160,151,0,9,24,2,resource_finder|execution
self-critique-drift-e068-gemini::codex,self-critique-drift-e068-gemini,codex,2,0,0,198,4,0,0,198,1.0,48,70,61,4,9,6,0,resource_finder|execution
self-critique-drift-e068-gemini::gemini,self-critique-drift-e068-gemini,gemini,2,0,0,230,1176,1,0,230,1.0,105,60,60,0,0,4,1,resource_finder|execution
semantic_coherence_impact_on_a_20260729_154614_23123c8f::gemini,semantic_coherence_impact_on_a_20260729_154614_23123c8f,gemini,1,1,0,0,90,0,0,0,,0,0,0,0,0,0,0,resource_finder
sim-sensory-nlp-claude::claude,sim-sensory-nlp-claude,claude,2,0,0,416,0,10,0,416,1.0,72,144,132,0,12,46,10,resource_finder|execution
similar-embeddings-nlp-5ef8-codex::codex,similar-embeddings-nlp-5ef8-codex,codex,2,0,0,418,2,20,0,398,0.9521531100478469,148,111,103,2,8,6,20,resource_finder|execution
similar-embeddings-nlp-ae9d-gemini::gemini,similar-embeddings-nlp-ae9d-gemini,gemini,2,0,0,430,143,2,0,430,1.0,222,101,99,0,2,4,2,resource_finder|execution
similar-embeddings-nlp-f3b7-claude::claude,similar-embeddings-nlp-f3b7-claude,claude,2,0,0,399,0,13,0,399,1.0,46,165,153,0,12,10,13,resource_finder|execution
similarity-eclipsing-claude::claude,similarity-eclipsing-claude,claude,2,0,0,434,0,5,0,434,1.0,71,105,101,0,4,148,5,resource_finder|execution
simulation-theory-ai-54bc-gemini::gemini,simulation-theory-ai-54bc-gemini,gemini,2,0,0,381,10,0,0,381,1.0,213,82,79,0,3,4,0,resource_finder|execution
small-gradients-nlp-claude::claude,small-gradients-nlp-claude,claude,2,0,0,512,0,9,0,512,1.0,77,175,167,0,8,76,9,resource_finder|execution
sounds-like-ai-02cd-codex::codex,sounds-like-ai-02cd-codex,codex,2,0,0,431,2,23,0,408,0.9466357308584686,169,101,89,8,12,6,23,resource_finder|execution
sounds-like-ai-61e8-gemini::gemini,sounds-like-ai-61e8-gemini,gemini,2,0,0,327,575,0,0,327,1.0,161,81,80,0,1,4,0,resource_finder|execution
sounds-like-ai-claude::claude,sounds-like-ai-claude,claude,2,0,0,487,0,6,0,487,1.0,77,173,151,0,22,58,6,resource_finder|execution
specialized-copying-claude::claude,specialized-copying-claude,claude,2,0,0,257,0,14,0,257,1.0,47,87,85,0,2,22,14,resource_finder|execution
stat-meta-robustness-948b-claude::claude,stat-meta-robustness-948b-claude,claude,2,0,0,269,0,10,0,269,1.0,43,100,96,0,4,16,10,resource_finder|execution
steering-expanded-mlp-claude::claude,steering-expanded-mlp-claude,claude,2,0,0,330,0,8,0,330,1.0,51,114,108,0,6,43,8,resource_finder|execution
steering-vector-decay-4272-claude::claude,steering-vector-decay-4272-claude,claude,2,0,0,512,0,10,0,512,1.0,81,205,196,0,9,11,10,resource_finder|execution
steering-vector-decay-claude::claude,steering-vector-decay-claude,claude,2,0,0,553,0,9,0,553,1.0,62,188,164,0,24,106,9,resource_finder|execution
steering-vectors-nlp-claude::claude,steering-vectors-nlp-claude,claude,2,0,0,554,0,6,0,554,1.0,79,156,139,0,17,157,6,resource_finder|execution
sticky-personas-ai-9dab-claude::claude,sticky-personas-ai-9dab-claude,claude,2,0,0,784,0,0,0,742,0.9464285714285714,60,99,93,0,6,484,0,resource_finder|execution
sticky-personas-ai-a685-codex::codex,sticky-personas-ai-a685-codex,codex,2,0,0,665,3,12,0,623,0.9368421052631579,173,198,194,29,4,13,12,resource_finder|execution
story-cot-nlp-claude::claude,story-cot-nlp-claude,claude,2,0,0,373,0,3,0,373,1.0,62,107,98,0,9,94,3,resource_finder|execution
sweaty-liars-nlp-claude::claude,sweaty-liars-nlp-claude,claude,2,0,0,829,0,2,0,829,1.0,57,277,242,0,35,216,2,resource_finder|execution
sycophancy-lang-resources-0311-claude::claude,sycophancy-lang-resources-0311-claude,claude,2,0,0,1504,0,2,0,1504,1.0,170,605,583,0,22,122,2,resource_finder|execution
sycophancy-lang-resources-6bb3-claude::claude,sycophancy-lang-resources-6bb3-claude,claude,2,0,0,540,1,2,0,540,1.0,63,179,160,0,20,116,2,resource_finder|execution
sycophancy-lang-resources-d777-codex::codex,sycophancy-lang-resources-d777-codex,codex,2,0,0,408,5,8,0,379,0.928921568627451,59,142,120,20,22,8,8,resource_finder|execution
sycophancy-lang-resources-f4fb-gemini::gemini,sycophancy-lang-resources-f4fb-gemini,gemini,2,0,0,354,7,0,0,354,1.0,173,89,87,0,1,4,0,resource_finder|execution
synthetic_data_with_base_model_20260720_181704_b08e72e8::claude,synthetic_data_with_base_model_20260720_181704_b08e72e8,claude,2,0,0,1452,0,2,0,1349,0.9290633608815427,67,223,211,0,12,834,2,resource_finder|execution
systematic_bias_in_llm_chain_o_20260729_160340_206cc029::claude,systematic_bias_in_llm_chain_o_20260729_160340_206cc029,claude,1,0,0,3,0,0,0,3,1.0,1,0,0,0,1,1,0,resource_finder
systematic_bias_in_llm_uncerta_20260729_161235_2f048b69::claude,systematic_bias_in_llm_uncerta_20260729_161235_2f048b69,claude,1,0,0,3,0,0,0,3,1.0,1,0,0,0,1,1,0,resource_finder
systematic_stress_testing_of___20260730_161741_765e263a::claude,systematic_stress_testing_of___20260730_161741_765e263a,claude,1,0,0,3,0,0,0,3,1.0,1,0,0,0,1,1,0,resource_finder
systematically-probing-alignment-null-843e::claude,systematically-probing-alignment-null-843e,claude,2,0,0,1644,0,15,0,1531,0.931265206812652,91,256,245,0,11,913,15,resource_finder|execution
talkie-generalization-8356-gemini::gemini,talkie-generalization-8356-gemini,gemini,2,0,0,206,10,0,0,206,1.0,44,79,78,0,1,4,0,resource_finder|execution
talkie-generalization-e993-claude::claude,talkie-generalization-e993-claude,claude,2,0,0,1162,0,2,0,1074,0.9242685025817556,82,407,400,0,7,176,2,resource_finder|execution
talkie-generalization-ff5d-codex::codex,talkie-generalization-ff5d-codex,codex,2,0,0,460,4,4,0,440,0.9565217391304348,97,157,150,14,7,11,4,resource_finder|execution
temporal-credit-assign-42dd-claude::claude,temporal-credit-assign-42dd-claude,claude,2,0,0,484,0,4,0,484,1.0,84,133,128,0,5,130,4,resource_finder|execution
tension-between-independence-0807-codex::codex,tension-between-independence-0807-codex,codex,2,0,0,144,2,4,0,125,0.8680555555555556,18,41,37,15,4,6,4,resource_finder|execution
test-llm-impersonators-claude::claude,test-llm-impersonators-claude,claude,2,0,0,871,0,0,0,871,1.0,51,298,255,0,43,224,0,resource_finder|execution
text-llm-limitations-7bc7-gemini::gemini,text-llm-limitations-7bc7-gemini,gemini,2,0,0,420,7,0,0,420,1.0,220,98,97,0,1,4,0,resource_finder|execution
theory-of-simulation-1d19-claude::claude,theory-of-simulation-1d19-claude,claude,2,0,0,1069,0,0,0,1008,0.9429373246024322,69,357,352,0,5,225,0,resource_finder|execution
theory-of-simulation-6163-codex::codex,theory-of-simulation-6163-codex,codex,2,0,0,385,6,10,0,361,0.9376623376623376,47,140,134,12,6,12,10,resource_finder|execution
theory-of-simulation-ed89-claude::claude,theory-of-simulation-ed89-claude,claude,2,0,0,685,0,9,0,638,0.9313868613138686,54,228,218,0,10,119,9,resource_finder|execution
token-direction-stream-claude::claude,token-direction-stream-claude,claude,2,0,0,449,0,4,0,449,1.0,74,116,109,0,7,139,4,resource_finder|execution
trace-impurities-ce-claude::claude,trace-impurities-ce-claude,claude,2,0,0,515,0,3,0,515,1.0,55,180,177,0,3,97,3,resource_finder|execution
transformer-int-intervals-claude::claude,transformer-int-intervals-claude,claude,2,0,0,756,0,0,0,756,1.0,65,253,190,0,63,185,0,resource_finder|execution
uncertainty-llms-75dc-claude::claude,uncertainty-llms-75dc-claude,claude,2,0,0,453,0,0,0,453,1.0,76,177,166,0,11,23,0,resource_finder|execution
underrated-metric-nlp-0ca5-claude::claude,underrated-metric-nlp-0ca5-claude,claude,2,0,0,360,0,3,0,360,1.0,73,126,123,0,3,32,3,resource_finder|execution
underrated-metric-nlp-51aa-gemini::gemini,underrated-metric-nlp-51aa-gemini,gemini,2,0,0,333,15,0,0,333,1.0,171,79,78,0,1,4,0,resource_finder|execution
underrated-metric-nlp-f82f-codex::codex,underrated-metric-nlp-f82f-codex,codex,2,0,0,320,5,0,0,312,0.975,60,119,108,8,11,6,0,resource_finder|execution
underrated-novelty-nlp-claude::claude,underrated-novelty-nlp-claude,claude,2,0,0,313,0,9,0,313,1.0,56,113,106,0,7,22,9,resource_finder|execution
what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47::claude,what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,claude,2,0,0,1408,0,5,0,1260,0.8948863636363636,66,305,291,0,14,579,5,resource_finder|execution
when-should-an-ai-ask-for-clarification-59b5-codex::codex,when-should-an-ai-ask-for-clarification-59b5-codex,codex,2,0,0,150,2,4,0,135,0.9,18,48,44,11,4,6,4,resource_finder|execution
when-should-an-ai-ask-for-clarification-f275-claude::claude,when-should-an-ai-ask-for-clarification-f275-claude,claude,3,0,0,2489,0,2,0,2249,0.9035757332261952,50,482,468,0,14,1233,2,resource_finder|execution|paper_writer
where-is-rhyming-claude::claude,where-is-rhyming-claude,claude,2,0,0,448,0,8,0,448,1.0,66,156,151,0,5,62,8,resource_finder|execution
